;JOB TITLE;LOCATION;SEARCH DATETIME;Current Job Id;Job name;Company name;Company location;Posted date;Estimated post date;Easy apply;Skills match;Seniority Level;Industry;Employment Type;Job Functions;Job info
52;data analyst;Madrid;2020-04-16 01:24:55.267452;1824165534;Business Analyst En Madrid;Ing;Madrid, ES;6 days;2020-04-10 01:24:55.267452;False;;Associate;Marketing & Advertising Staffing & Recruiting Banking;Full-time;Business Development Sales;"Posted Date
Posted 6 days ago
Number of views
26 views
Share
Show more options
Save
Save Business Analyst En Madrid at Ing
Apply
Job
6 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
This is Us/ A team of more than one thousand people sharing an idea: doing our bit in helping our clients create a better future for themselves, providing them with the tools they need to get where they want to go/ In today-s world, we know this happens because we are a fully online bank/ We were born out of that idea and 20 years on, technology, simplicity and transparency continue to be the ingredients of the recipe that leaves the best taste in our mouths: being more than just a bank, someone useful in the lives of the millions of clients who have chosen us/ The way we do things also mirrors our eagerness to innovate/ We are proud to be one of the very first banks to work with agile methodologies/ It doesn-t ring a bell yet? No worries, we will be delighted to tell you all about it/ You will find it-s one of those things you-ll want to repeat over and over/ And although we are based in Spain, we like to cross borders/ We are lucky to work with international teams every day across 44 countries, composed of women and men as equal as they are diverse/ Because here you are completely free to be who you want to be, love whomever you choose, and even go for pineapple as your pizza topping/ Making things happen, helping others be successful, always being one step ahead—that-s our DNA/ If you look at yourself in the mirror and your reflection matches our way of being and working…we are looking forward to meeting you! ………………………………………………………/ What are we looking for? For us, a Daily Banking Business Analyst is someone who: Knows about monitoring and analyzing business results, competition and trends to propose actions to achieve the objectives, as well as explore new business possibilities for the bank Is a master of coordinating different departments towards a common goal/ Transforms ambiguity into a clear and concise direction, with the ability to describe design solutions and strategy, always with the client at the heart of each solution/ Is an ace in transforming large amounts of data into to metrics, insights, conclusions and proposals/ Develop new monitoring frameworks and translates ambiguous environment to meaningful indicators Has worked in a fast-paced environment, typically in a start-up or a management consulting firm, as a business analyst / product specialist/ Understands the complexity and endless opportunities of the digital businesses, specifically within financial services/ whose day at ING looks very much like this: 7/00 - 10/00 h / Arrives at the office (Flexible start time) At 10/00 h / Daily planningAt 11/00 h discusses with the marketing department about a new marketing campaign related with cash products At 12/00 h defines the functional requirements of a new feature prioritized on the squad backlog from customer feedback At 13/00 h takes a break and goes down to the canteen/At 14/00 h meets the legal and compliance team and clarifies the impact on cash products of a new regulationAt 16/00 h joins the Daily Banking tribe meeting and gets an update on the OKRs evolution16/00 - 19/00 h (Flexible end time)/ Goes to the paddle tennis court for a game/Win or lose, a shower and off to home/ ………………………………………………………/ What do we offer? Flexible schedule/ What goes on at ING matters much to us/ But we know that the most important things are outside the office/ Free meals/So that thinking about what to have for lunch doesn-t take up your time or your cravings/ Life and health insurance/ For you and all your family (spouse/partner and children)/ Free company shuttle/ We take you from Madrid city center to our offices at Las Rozas (and back!) Banking benefits/Special loan or mortgage terms after 6 months working at the bank/And benefit from our pension plan after 2 years with us/ More health, more sports/Paddle tennis court and lessons available to youRunners club with your own trainerClinics with professional, world-class athletesPhysiotherapy service on site
Seniority Level
Associate
Industry
Marketing & Advertising Staffing & Recruiting Banking
Employment Type
Full-time
Job Functions
Business Development Sales"
53;data analyst;Madrid;2020-04-16 01:24:55.267452;1802274844;Analista de datos (Scrum), Madrid;ALTEN Spain;Madrid, ES;3 weeks;2020-03-26 01:24:55.267452;False;;Entry level;Computer & Network Security Staffing & Recruiting Banking;Full-time;Information Technology;"Posted Date
Posted 3 weeks ago
Number of views
17 views
Share
Show more options
Save
Save Analista de datos (Scrum), Madrid at ALTEN Spain
Apply
Job
3 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Analista de datos (Scrum) en Madrid
Desde ALTEN nos encontramos en la búsqueda de un/a analista de datos, para un importante cliente dentro del Sector público en Madrid Centro.

Requisitos
Titulación de grado o ingeniería técnica.
Experiencia de 2 años en explotación y análisis de datos.
Experiencia de al menos 2 años en definición, ejecución y
seguimiento de metodologías ágiles.
Inglés. C1 o superior.
ALTEN Te Ofrece
Incorporación a una empresa multinacional competitiva en continuo crecimiento.
Integración en un equipo de profesionales altamente cualificados, con un buen clima laboral, innovador y dinámico.
Formación especializada y desarrollo profesional continuo.
Beneficios Sociales y Plan de compensación flexible.
Retribución competitiva
Buscamos personas con ganas, proactivas y polivalentes.
¡Si tienes TALENTO eres ALTEN!
SCRUM,
Seniority Level
Entry level
Industry
Computer & Network Security Staffing & Recruiting Banking
Employment Type
Full-time
Job Functions
Information Technology"
54;data analyst;Madrid;2020-04-16 01:24:55.267452;1802274844;Analista de datos (Scrum), Madrid;ALTEN Spain;Madrid, ES;3 weeks;2020-03-26 01:24:55.267452;False;;Entry level;Computer & Network Security Staffing & Recruiting Banking;Full-time;Information Technology;"Posted Date
Posted 3 weeks ago
Number of views
17 views
Share
Show more options
Save
Save Analista de datos (Scrum), Madrid at ALTEN Spain
Apply
Job
3 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Analista de datos (Scrum) en Madrid
Desde ALTEN nos encontramos en la búsqueda de un/a analista de datos, para un importante cliente dentro del Sector público en Madrid Centro.

Requisitos
Titulación de grado o ingeniería técnica.
Experiencia de 2 años en explotación y análisis de datos.
Experiencia de al menos 2 años en definición, ejecución y
seguimiento de metodologías ágiles.
Inglés. C1 o superior.
ALTEN Te Ofrece
Incorporación a una empresa multinacional competitiva en continuo crecimiento.
Integración en un equipo de profesionales altamente cualificados, con un buen clima laboral, innovador y dinámico.
Formación especializada y desarrollo profesional continuo.
Beneficios Sociales y Plan de compensación flexible.
Retribución competitiva
Buscamos personas con ganas, proactivas y polivalentes.
¡Si tienes TALENTO eres ALTEN!
SCRUM,
Seniority Level
Entry level
Industry
Computer & Network Security Staffing & Recruiting Banking
Employment Type
Full-time
Job Functions
Information Technology"
55;data analyst;Madrid;2020-04-16 01:24:55.267452;1816560449;Analista De Datos;Aegon;Madrid, ES;1 week;2020-04-09 01:24:55.267452;False;;Entry level;Marketing & Advertising Telecommunications Insurance;Full-time;Information Technology;"Posted Date
Posted 1 week ago
Number of views
49 views
Share
Show more options
Save
Save Analista De Datos at Aegon
Apply
See how you compare to 12 applicants. Reactivate Premium
Job
12 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Job Description Summary

Aegon desea incorporar un/a analista acostrumbrado a trabajar con gran volumen de datos para incorporación en el departamento actuarial.

Job Description

¿QUÉ BUSCAMOS?

Grado/Licenciatura en Estadística, Matemáticas o Informática.

Conocimientos de SAS, SQL, Base de datos, R.

Conocimiento avanzado de VBA, Excel.

Valorable conocimientos de Python.

Valorable nivel alto de Inglés

De 2 a 4 años de experiencia realizando funciones como analista de datos.

Experiencia en tratar gran cantidad de información.

Acostumbrado/a al trabajar con diferentes áreas de la organización.

Capacidad de organización y autonomía.

FUNCIONES

Soporte a las valoraciones que reporta el departamento Actuarial tanto a Grupo como a sus socios y al Regulador.

Análisis de los requerimientos tanto del seguro de Vida (Vida, Ahorro, Rentas, Colectivos,…) como de No Vida (Hogar, Accidentes, Salud,…).

Mantenimiento, mejora y enriquecimiento de la información requerida en los reportes trimestrales al regulador local y al Grupo en Holanda.

Automatización y documentación de los diferentes procesos del área, principalmente Solvencia II.

Identificar y documentar los diferentes procesos de tratamiento de datos del negocio, mejorando la utilidad y eficiencia de los mismos.

Colaboración en los diferentes proyectos de la compañía (IFRS17, DWH, etc.).

Garcia-Motos Gonzalez, Beatriz
Seniority Level
Entry level
Industry
Marketing & Advertising Telecommunications Insurance
Employment Type
Full-time
Job Functions
Information Technology"
56;data analyst;Madrid;2020-04-16 01:24:55.267452;1723960417;Consultor Data Analyst Senior Madrid;Talento, Innovación y Desarrollo, S.L.;Madrid, ES;2 months;2020-02-20 01:24:55.267452;False;;Associate;Information Technology & Services Human Resources Management Consulting;Full-time;Information Technology;"Posted Date
Posted 2 months ago
Number of views
71 views
Share
Show more options
Save
Save Consultor Data Analyst Senior Madrid at Talento, Innovación y Desarrollo, S.L.
Apply
See how you compare to 14 applicants. Reactivate Premium
Job
14 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Necesitamos incorporar de forma URGENTE un consultor Data Analyst Senior para una importante empresa especializadaen la transformación digital de sus clientes. Remuneración atractiva, estabilidad total, excelente clima laboral y desarrollo profesional.

Entre Sus Funciones Estarán
Liderar junto con el responsable del área de BI, Data & Analytics el diseño de un framework de referencia Big Data.
Trabajar con el cliente y el resto del equipo de datos para traducir los requisitos de negocio del cliente en una solución de Business Intelligence
Visualización de datos y preparación de librerías de visualización.
Elaboración de dashboard y cuadros de mando.
Preparación de informes, así como de su presentación directa a clientes.
Requisitos
Grado Físicas, Matemáticas, Ingeniería Informática o similar.
Experiencia de 5 o más años en áreas de modelización y Business Intelligence.
Expertise en visualización y UX.
Conocimiento de herramientas de Business Intelligence (BI) como Power BI Report SErver, Excel, SQL Analysis Services y SQL Server Reporting Services
Se valorarán adicionalmente conocimientos de Big Data en otros entornos cloud (Google Cloud, AWS, Cloudera, IBM)
Conocimiento de herramientas de visualización como Qlik, Tableau y PowerBI utilizadas en la compañía en los proyectos de visualización que ponemos en marcha.
Conocimiento en lenguajes de programación R y/o Python.
Experiencia en proyectos de integración y modelado de datos procedentes de diversas fuentes de información.
Manejo de herramientas para la generación de ETLs (Microsoft SSIS, Power Center, Pentaho, Talend …)
Manejo de la herramienta Analysis Services de Microsoft (SSAS) para la optimización de los informes mediante la utilización de cubos tabulares.
Lenguajes M y DAX (utilizados por PBI)
Conocimientos avanzados en APIs Rest
Conocimientos avanzados en Sharepoint
Conocimientos avanzados en administración global de Office365
Aptitudes y conocimientos valorados
Capacidad de análisis y síntesis.
Facilidad para trabajar en equipo.
Proactividad y agilidad.
Orientación al cliente.
Capacidad de comunicación.
Se Ofrece
Incorporación inmediata
Oportunidades de desarrollo profesional de un área en expansión.
Proyectos novedosos y clientes de primer nivel.
Incorporación en una compañía joven, excelente clima laboral, flexible.
Retribución competitiva acorde con lo aportado por el candidato
Seniority Level
Associate
Industry
Information Technology & Services Human Resources Management Consulting
Employment Type
Full-time
Job Functions
Information Technology"
57;data analyst;Madrid;2020-04-16 01:24:55.267452;1738751982;Business Process Analyst;SWIFT (Society for Worldwide Interbank Financial Telecommunications);Madrid, ES;2 months;2020-02-20 01:24:55.267452;False;;Associate;Information Technology & Services Computer Software Financial Services;Full-time;Management Manufacturing;"Posted Date
Posted 2 months ago
Number of views
23 views
Share
Show more options
Save
Save Business Process Analyst at SWIFT (Society for Worldwide Interbank Financial Telecommunications)
Apply
Job
2 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Company & Department Description

Working for SWIFT means working at the heart of the financial services industry, an industry were business challenges and opportunities grow every day.
SWIFT’s Professional Services are a means to help our customers with their challenges to adhere to regulation, reduce costs and risks, streamline and ensure smooth operations and to improve the end customer’s experience. Our goal is to help our customers use SWIFT in the best way possible and excel faster.

The Services Marketing and Engineering team is part of the Services Enablement and Customer operations -Customer Experience organization. Our team enables the services organization to effectively provide high value and experience to our customers; We deliver around the following three main activities 1 - Portfolio management for Professional services, Training and Care/Support; 2 - Data analytics and predictive models; 3 - Business process design, Services delivery methodologies and Risk assessment

We are looking for a Business process analyst who will be responsible for analyzing critical business process with the aim of improve and streamline processes across teams for optimum efficiency in terms of both performance and cost. Helping the organization to improve the quality, reduce errors and lead time.
If you believe that tools are not the only answer to equip organizations to be more effective, you have high interest in process optimization, you are an analytical person who can keep a view of the bigger picture and you like to work in a multinational environment, you should read on!. If on top of this, you are a natural business enabler, willing to learn, with a great capacity to actively listen and think holistically while still having an eye for detail, you may be the person we are looking for.

Responsibilities

As a Business Process Analyst you constantly contribute to the optimization of the processes and related systems within the business owner and agile development teams. When looking at efficiency you will be confronted to explore as well techniques on process automation, with that respect you will closely collaborate with our business process engineer that develops the RPA strategy. You will leverage their expertise and take decisions consciously based on quantitative and qualitative information.

Your Main Responsibilities Will Be
Modelling business process working together with the business process owners
Implementing the process using BPM, and coordinating several tasks until the automated process is adopted and used in production
Streamlining and reengineering existing business processes. Analyze set of data’s to identify source of improvements. Perform ad-hoc analysis, translate and communicate results to stakeholders.
Align existing process to industry standards
Document new and existing process if already not documented and follow the recurring review cycle to ensure processes are up to date.
Improve the process. Make decisions that eliminates detected bottlenecks, improves efficiency, and start de cycle again.
Act as the primary contact with IT functional analyst and developers to lead the implementation of tools enhancement when necessary to automate the process.
Develop, configure and test business requirements. Lead UAT phase.
Ensure project is completed on time and within the budgetary limits.
Identify improvement areas and corrections and promote continuous improvement.
Develop Key Performance Indicators to measure the efficiency of processes.
Qualifications

Education
University degree or equivalent
Experience / Professional background
4 - 6 years of experience in a business operations, product or service development/project planning/analyst role
Knowledge of SWIFT's interface products and support experience is an advantage
You are familiar with process modelling tools such as Visio/Aris
ITIL and/or Lean Six Sigma Certification is an advantage
Required Skills
Excellent analytical, communication and interpersonal skills with a strong track record and building and maintaining relationships with your key stakeholders
Strategic and Operational and Critical thinking
Problem solving and strong listening skills
Process improvement with focus on the client
Good understanding of the IT architectural landscape and strong IT affinity
Natural networker, able to negotiate compromise to solve complex issues
A team player with a hands-on, energetic but pragmatic approach
Excellent English, both written and spoken.
SWIFT does not stand still. We are constantly evolving and tirelessly innovating. Working at the intersection of finance and technology is a very exciting place to be right now.

SWIFT is transforming cross-border payments, making them faster and more transparent than ever before. We are the way the world moves value — every instant of every day, in almost every country.

We are proud that what we do has a critical impact on the global financial community and touches almost every aspect of the financial world. So, what you do at SWIFT has real impact too — an impact that matters every day. Which is why you matter to us.

Joining SWIFT gives you unparalleled exposure to knowledge, expertise and technologies. If you have what it takes, you’ll be able to take on different career paths and have the opportunity to work in teams, departments and disciplines in countries around the world.

SWIFT is unique. There is no other organisation like ours in the world driving the long-term future of the financial ecosystem. You’ll be surrounded by bright, customer-focused and intellectually curious people in a collaborative, friendly, open and inclusive environment.

At SWIFT we are trusted every instant. Everything we do has an impact that matters. And as a member of our team, you are trusted to make your impact every day.
Seniority Level
Associate
Industry
Information Technology & Services Computer Software Financial Services
Employment Type
Full-time
Job Functions
Management Manufacturing"
58;data analyst;Madrid;2020-04-16 01:24:55.267452;1781385868;Analista de Datos en Madrid;Azierta Servicios Financieros;Madrid, ES;1 month;2020-03-19 01:24:55.267452;False;;Entry level;Human Resources Banking Financial Services;Full-time;Information Technology;"Posted Date
Posted 1 month ago
Number of views
75 views
Share
Show more options
Save
Save Analista de Datos en Madrid at Azierta Servicios Financieros
Apply
See how you compare to 30 applicants. Reactivate Premium
Job
30 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
¿Te apasiona el mundo del análisis de datos? ¿Buscas un proyecto estable en el que puedas desarrollar tu carrera profesional? Azierta es una empresa independiente en pleno proceso de expansión, especializada en la gestión integral del ciclo del crédito: análisis, venta, admisión, formalización y recuperación en caso de impago. Ponemos a las personas en el centro de nuestros procesos y les dotamos de las herramientas y la formación necesaria para que se sientan satisfechas y realizadas con la calidad de su trabajo, garantizando la igualdad de trato y oportunidades y ofreciendo un servicio diferencial a nuestros clientes.
Descripción del empleo

Lo que vas a hacer

Funciones

Análisis y extracción de datos de los repositorios de la compañía para la definición de KPI's.
Detección, alerta y comunicación de desviaciones en los KPI's operacionales.
Estudio y propuesta de planes de mejora para el desarrollo de las Operaciones de Azierta.
Utilización de software de visualización de datos para mostrar resultados.
Realización de presentaciones de resultados a clientes internos y externos.
Participación en el diseño, gestión y desarrollo de nuevos proyectos y procesos.
Comunicación con departamento de Tecnología, para modificaciones funcionales y propuestas de mejora.

Qué ofrecemos
Contrato Indefinido.
Salario bruto fijo anual en función de perfil.
Ayuda Comida.

Qué es lo que pedimos
Mínimo estudios universitarios requeridos Matemáticas, Estadística, ADE o similar. Valorable formación adicional en Analytics / BI.
Experiencia: 0-12 meses en funciones relacionadas con la analítica de datos.
Conocimiento de lenguajes de programación (SAS, SPSS, R o Python).
Conocimiento de herramientas de visualización de datos (PowerBI, Tableau, Qlikview)
Conocimiento de BBDD y modelo de datos (SQL).
Conocimiento de Técnicas de Minería de Datos y Modelización.
Ofimática: Nivel Avanzado de Excel y Powerpoint.
Seniority Level
Entry level
Industry
Human Resources Banking Financial Services
Employment Type
Full-time
Job Functions
Information Technology"
59;data analyst;Madrid;2020-04-16 01:24:55.267452;1781385868;Analista de Datos en Madrid;Azierta Servicios Financieros;Madrid, ES;1 month;2020-03-19 01:24:55.267452;False;;Entry level;Human Resources Banking Financial Services;Full-time;Information Technology;"Posted Date
Posted 1 month ago
Number of views
75 views
Share
Show more options
Save
Save Analista de Datos en Madrid at Azierta Servicios Financieros
Apply
See how you compare to 30 applicants. Reactivate Premium
Job
30 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
¿Te apasiona el mundo del análisis de datos? ¿Buscas un proyecto estable en el que puedas desarrollar tu carrera profesional? Azierta es una empresa independiente en pleno proceso de expansión, especializada en la gestión integral del ciclo del crédito: análisis, venta, admisión, formalización y recuperación en caso de impago. Ponemos a las personas en el centro de nuestros procesos y les dotamos de las herramientas y la formación necesaria para que se sientan satisfechas y realizadas con la calidad de su trabajo, garantizando la igualdad de trato y oportunidades y ofreciendo un servicio diferencial a nuestros clientes.
Descripción del empleo

Lo que vas a hacer

Funciones

Análisis y extracción de datos de los repositorios de la compañía para la definición de KPI's.
Detección, alerta y comunicación de desviaciones en los KPI's operacionales.
Estudio y propuesta de planes de mejora para el desarrollo de las Operaciones de Azierta.
Utilización de software de visualización de datos para mostrar resultados.
Realización de presentaciones de resultados a clientes internos y externos.
Participación en el diseño, gestión y desarrollo de nuevos proyectos y procesos.
Comunicación con departamento de Tecnología, para modificaciones funcionales y propuestas de mejora.

Qué ofrecemos
Contrato Indefinido.
Salario bruto fijo anual en función de perfil.
Ayuda Comida.

Qué es lo que pedimos
Mínimo estudios universitarios requeridos Matemáticas, Estadística, ADE o similar. Valorable formación adicional en Analytics / BI.
Experiencia: 0-12 meses en funciones relacionadas con la analítica de datos.
Conocimiento de lenguajes de programación (SAS, SPSS, R o Python).
Conocimiento de herramientas de visualización de datos (PowerBI, Tableau, Qlikview)
Conocimiento de BBDD y modelo de datos (SQL).
Conocimiento de Técnicas de Minería de Datos y Modelización.
Ofimática: Nivel Avanzado de Excel y Powerpoint.
Seniority Level
Entry level
Industry
Human Resources Banking Financial Services
Employment Type
Full-time
Job Functions
Information Technology"
60;data analyst;Madrid;2020-04-16 01:24:55.267452;1825643625;BIG DATA Analyst;atmira;Madrid, ES;1 day;2020-04-15 01:24:55.267452;False;;Entry level;Information Technology & Services Computer Software Internet;Full-time;Other;"Posted Date
Posted 1 day ago
Number of views
57 views
Share
Show more options
Save
Save BIG DATA Analyst at atmira
Apply
Job
4 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Si tienes experiencia como BIG DATA Analyst y estás abierto a un nuevo reto profesional. Te estamos esperando!!

¿Cómo cuidamos a nuestros click apply del Club?

Por Ser Soci@ Del Club Cuentas Con Múltiples Servicios Para Alcanzar Tu Mejor Versión, Tu #icouldbe

Desde el primer día serás soci@ de atmira Club. Una nueva forma de relacionarte, de vivir tu experiencia profesional y alcanzar nuevas metas. Aquí tú eres el protagonista.
Disfrutamos de Flex working, jornada intensiva en verano y entrada y salida flexible cada día.
Contamos con planes de retribución flexible para sacar el máximo beneficio a nuestro salario: Seguro de Salud, Ticket restaurante, Tarjeta de transporte, guardería y formación.
Iniciativas de Open Learning para estar siempre actualizados: Meetups, Workshops, Tech Trends, Open Catalogue
Seguro de vida para todos los click apply del Club.
Cuidamos cuerpo y mente gracias con los masajes de nuestro Fisio, Health Workshops, fruta diaria y snacks saludables en la oficina.
Requisitos

Experiencia como Analista Funcional será la persona responsable de la aplicación en el periodo postimplantación y futuras implantaciones con la herramienta.

La persona tiene que ayudar en la implantación del proyecto.

Es un proyecto de Big Data desarrollado en Spark y Scala e integración en HUE.

Para poder entender el proyecto, la persona debe entender y manejarse en HOST, ya que se aprovisionará de todos los operacionales que están en el mainframe. (JCL, Control M)

¿Te sumas al Club?
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Internet
Employment Type
Full-time
Job Functions
Other"
61;data analyst;Madrid;2020-04-16 01:24:55.267452;1824837855;Analista y categorización de datos Madrid;Fullstep Networks;Madrid, ES;2 days;2020-04-14 01:24:55.267452;False;;Entry level;Marketing & Advertising Human Resources Management Consulting;Full-time;Information Technology;"Posted Date
Posted 2 days ago
Number of views
49 views
Share
Show more options
Save
Save Analista y categorización de datos Madrid at Fullstep Networks
Apply
Job
7 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Descripción de la Plaza
AnÃ¡lisis del gasto mediante un sistema de categorÃ­as predefinido o ya establecido por el cliente.
DiseÃ±o y creaciÃ³n de una estructura de materiales ajustada a cada sector de referencia.
CreaciÃ³n desde cero del maestro de artÃ­culos ajustado a cada sector de la compaÃ±Ã­a, identificando un procedimiento de denominaciÃ³n por tipo de producto.
Realizar la interacciÃ³n con el cliente, mediante reuniones/workshops para alinear los requerimientos establecidos en cada caso.
Soporte al AnÃ¡lisis e ImplantaciÃ³n de procesos y herramientas BI.
Jornada completa en horario de oficina.
Desarrollo de carrera en empresa lÃ­der en la consultorÃ­a de compras.
Contrato indefinido con proyecciÃ³n de carrera.
Se Requiere
TitulaciÃ³n: IngenierÃ­a / EconÃ³micas / Empresariales.
InglÃ©s: Nivel alto.
Perfil analÃ­tico, es decir fuerte visiÃ³n analÃ­tica para identificar pautas.
Valorable experiencia en compras.
Muy perfeccionista y minucioso con el tratamiento de datos.
RÃ¡pido y eficiente con el manejo de grandes volÃºmenes de informaciÃ³n.
Imprescindible gran conocimiento de herramientas office, sobre todo excel.
Persona pro activa, muy organizada, atenciÃ³n al detalle, flexible.
Seniority Level
Entry level
Industry
Marketing & Advertising Human Resources Management Consulting
Employment Type
Full-time
Job Functions
Information Technology"
62;data analyst;Madrid;2020-04-16 01:24:55.267452;1770623122;ANALISTA DE DATOS;Colavoro;Madrid, ES;1 month;2020-03-19 01:24:55.267452;False;;Entry level;Information Technology & Services Computer Software Computer Networking;Full-time;Information Technology;"Posted Date
Posted 1 month ago
Number of views
149 views
Share
Show more options
Save
Save ANALISTA DE DATOS at Colavoro
Apply
See how you compare to 14 applicants. Reactivate Premium
Job
14 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Precisamos ANALISTA DE DATOS con 3 años de experiencia para incorporar a empresa del sector TI de Madrid. Funciones: Toma de requerimientos y búsqueda de soluciones. Análisis funcionales y descriptivos. Documentación técnica y a nivel de usuario. Búsqueda, tratamiento y limpieza de los datos. Análisis e interpretación de la información. Modelización de datos (Data Mining). Uso de algoritmos: Neural Net, GBM, Random Forest, …). Elaboración de modelos predictivos (scoring, segmentación, churn, …). Manipulación de bases de datos. Requisitos: Titulación Superior en Estadística, Económicas, Matemáticas, Informática o Ingeniería. Valorable formación de postgrado en Inteligencia Artificial, Big Data y Machine Learning. Al menos 3 años de experiencia en la aplicación de tecnologías en proyectos de analítica avanzada de grandes volúmenes de datos y de inteligencia artificial (preferentemente en empresas del sector seguros, utilities o finance). Experiencia desarrollando proyectos de ingeniería e inteligencia de datos, coordinando con equipos multidisciplinares y aplicando metodologías ágiles. Conocimientos de Data Science, Analítica avanzada (predictiva y prescriptiva) de volúmenes masivos de datos (Big Data Analytics). Conocimientos de Arquitecturas Data-Centric (ingesta, tratamiento, enriquecimiento, minería, explotación, análisis de grandes volúmenes de datos). Conocimientos de metodologías ágiles de diseño y desarrollo (design thinking, agile, scrum, devOps, …). Conocimientos de DBMS: Oracle (PL/SQL), MySQL, Postgres, …). Uso avanzado de al menos uno de los lenguajes de programación para el análisis y modelado estadístico (preferiblemente R o Python, pero también se valorarán SAS, Matlab, SPSS, STATA, …). Valorable conocimiento en: Machine Learning/Deep Learning. Libraries: TensorFlow. Procesamiento del lenguaje natural (NLP, Text Mining, cognitive automation). Representación del conocimiento (knowledge graph construction and exploitation). BBDD NoSQL: Apache Cassandra, Neo4j, ElasticSearch, …). Herramientas de Big Data (MapReduce, Hadoop, Hive, …). Se Ofrece: Puesto estable en jornada completa. Salario según formación y experiencia aportada.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Computer Networking
Employment Type
Full-time
Job Functions
Information Technology"
63;data analyst;Madrid;2020-04-16 01:24:55.267452;1732861736;Beca Analista de Datos - Microstrategy;Innova-tsn;Las Rozas de Madrid, ES;3 months;2020-01-23 01:24:55.267452;False;;Entry level;Marketing & Advertising Information Technology & Services Financial Services;Full-time;Information Technology;"Posted Date
Posted 3 months ago
Number of views
23 views
Share
Show more options
Save
Save Beca Analista de Datos - Microstrategy at Innova-tsn
Apply
See how you compare to 10 applicants. Reactivate Premium
Job
10 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
¿Quieres formar parte de una empresa de consultoría consolidada en el ámbito nacional y en pleno desarrollo internacional? ¿Te interesa el mundo tecnológico relacionado con Big Data, Financial Intelligence, Fraud Management, Marketing Strategy, Business Discovery, Forecasting, CRM y Optimización? Si la respuesta es sí, entonces Innova-tsn podría ajustarse a lo que buscas.

Somos una compañía de capital español nacida en el año 2004 con la idea de ofrecer soluciones de inteligencia de negocio a nuestros clientes. Nuestros 15 años de experiencia y nuestro expertise nos hacen contar con una amplia cartera de clientes dentro del segmento de gran empresa, y que confían en nosotros como sus aliados de negocio.

Actualmente, buscamos a un Becario para realizar las siguientes funciones:

Ayuda al jefe de equipo en las actividades de estudio, diseño y ejecución en los proyectos de innovación y mantenimiento en la integración de datos.
Ayuda al Desarrollo de informes para los clientes en las herramientas de gestión y visualización de la información (Microstrategy en primera instancia)
Tareas de documentación y soporte a los flujos de los proyectos en curso, de acuerdo a las metodologías establecidas y necesidades de cada proyecto.

Requisitos del puesto

Posibilidad de hacer convenio de prácticas en la universidad.
Seniority Level
Entry level
Industry
Marketing & Advertising Information Technology & Services Financial Services
Employment Type
Full-time
Job Functions
Information Technology"
