JOB TITLE;LOCATION;SEARCH DATETIME;Current Job Id;Job htmlJob name;Company name;Company location;Posted date;Estimated post date;Easy apply;Skills match;Seniority Level;Industry;Employment Type;Job Functions;Job info;Job html;Job name
data analyst;Madrid;2020-04-16-20:47;1813402156;;BNP Paribas 2;Madrid, ES;1 week;2020-04-09-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 1 week ago
Number of views
13 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
2 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1813402156/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1811897236;;BNP Paribas 2;Madrid, ES;1 week;2020-04-09-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 1 week ago
Number of views
19 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
1 applicant
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1811897236/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1810238247;;BNP Paribas 2;Madrid, ES;2 weeks;2020-04-02-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 2 weeks ago
Number of views
16 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
3 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1810238247/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1812956704;;Standby Consultores;Madrid, ES;2 weeks;2020-04-02-20:47;False;;Entry level;Information Technology & Services Human Resources Financial Services;Full-time;Other;"Posted Date
Posted 2 weeks ago
Number of views
28 views
Share
Show more options
Save
Save Big Data Analyst at Standby Consultores
Apply
Job
3 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
En STANDBY Consultores somos líderes en Selección de Directivos y una de las posiciones que con más frecuencia buscamos es la de Big Data Analyst para empresas referentes en su sector
Por este motivo, buscamos candidatos para este puesto con el objetivo de que, cuando próximamente tengamos un nuevo puesto de Big Data, podamos contar con su perfil desde el primer momento. Sea el primero en inscribirse y le tendremos en cuenta para la próxima selección de personal. Le estamos buscando
Nivel de Puesto : Técnico Senior. Dependencia : Director General / Chief Data Officer / CIO. Sin equipo a su cargo. Misión : Proporcionar sentido y significado a los datos que se recogen en los proyectos de integración de Big Data de la empresa, analizando los resultados de las estrategias de negocio y siendo parte fundamental en el proceso de recopilación de grandes cantidades de datos en diferentes formatos, transformando datos en información relevante y útil para la toma de decisiones. Funciones : + Diseñar e implementar modelos que permitan recopilar, importar, convertir, limpiar y analizar un gran volumen de datos en varios formatos, como pueden ser páginas web, archivos de imagen, videos, contenidos en redes sociales, dispositivos móviles, aplicaciones, etcétera, y traducirlos en información útil y relevante para la empresa. + Dar sentido y significado a los datos que se recogen de los proyectos de integración de Big Data de una compañía. + Analizar los resultados de las estrategias de inteligencia de negocio, siendo parte fundamental en el proceso de recopilación de grandes cantidades de datos en diferentes formatos. + Representar visualmente el resultado producto del análisis de todos esos datos, así como también de desarrollar planes de análisis de datos en plataformas como redes sociales, operadoras de telecomunicaciones, E-Commerce, etc. + Llevar a cabo investigaciones y hacer recomendaciones sobre productos, protocolos, servicios y estándares de minería de datos en apoyo de los esfuerzos de adquisición y desarrollo. + Controlar el rendimiento del sistema de minería de datos, dando solución a cuantas incidencias surjan. + Mantener un registro de tendencias, patrones y correlaciones en caso de conjuntos de datos complejos. + Preparar informes de datos concisos y visualizaciones de datos para la administración que ayudarán en el proceso de toma de decisiones. + Trabajar estrechamente con el equipo de IT y los científicos de datos para determinar y alcanzar los objetivos de la organización. + Participar en el desarrollo de nuevas herramientas y métodos analíticos cuando sea necesario. + Crear definiciones de datos para el nuevo desarrollo de archivo / tabla de base de datos y / o cambios a los existentes, según sea necesario para el análisis. Perfil : + Recomendable formación universitaria en Ingeniería, Matemáticas o ADE, con posgrado relacionado. + Amplios conocimientos en minería, tratamiento y análisis de datos, así como de aplicaciones y bases de datos relacionados. + Experiencia sólida de más de 5 años en posiciones de analítica de datos de negocio. + Profesional con visión global y estratégica de la empresa y del negocio, capaz de inspirar una fuerte colaboración en una organización. Competencias : + Iniciativa. + Capacidad de Priorización. + Toma de decisiones. + Dotes Comunicativas. + Organización y Planificación. + Visión de Negocio. + Visión Estratégica. + Capacidad de Análisis. + Pensamiento Crítico. + Rigor y Atención al Detalle. Salario : + Fijo: Entre 40.000 y 90.000 EBA + Variable: 20-30% Objetivos/KPI : + El volumen de datos. + La variedad de datos o la cantidad de diferentes tipos de fuentes de datos. + La velocidad o el volumen de datos generados/analizados por período de tiempo. + La veracidad de los datos. + La frecuencia de recopilación de datos. + El tiempo necesario para que los datos estén disponibles para el análisis. + El tiempo necesario para que los datos sean reportados en forma de KPIs. + El ahorro obtenido por la aplicación del Big Data. + Cómo está cambiando el valor de vida del cliente. + La mejora del servicio tras la aplicación del Big Data. + Fondos invertidos en iniciativas de Big Data. + Tiempo invertido en iniciativas de Big Data. + Efectividad del entrenamiento de Big Data. + Porcentaje de objetivos estratégicos conseguidos con iniciativas de Big Data. La mayor parte de los procesos de selección que gestionamos los finalizamos en pocas semanas, y los primeros profesionales que ven nuestras ofertas de empleo son los que ya forman parte de nuestra base de datos. Envíe su currículum vitae para trabajar como Big Data Analyst + Referencia: 12990610 en el asunto del e********** También puede pulsar el botón azul para inscribirse en la oferta de empleo . *Si no aparece el botón habilitado es porque la oferta ya ha sido cubierta. De esta forma encontraremos su perfil en las primeras posiciones de nuestra base de datos para la próxima selección de Big Data Analyst
Si tiene una empresa o es responsable de un departamento de Recursos Humanos y busca un Big Data Analyst, pida presupuesto ahora haciendo clic aquí .
Seniority Level
Entry level
Industry
Information Technology & Services Human Resources Financial Services
Employment Type
Full-time
Job Functions
Other";https://www.linkedin.com/jobs/view/1812956704/;Big Data Analyst
data analyst;Madrid;2020-04-16-20:47;1814952733;;BNP Paribas 2;Madrid, ES;1 week;2020-04-09-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 1 week ago
Number of views
20 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
2 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1814952733/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1824801594;;BNP Paribas 2;Madrid, ES;3 days;2020-04-13-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 3 days ago
Number of views
21 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
4 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1824801594/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1822362264;;BNP Paribas 2;Madrid, ES;5 days;2020-04-11-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 5 days ago
Number of views
17 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
3 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1822362264/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1820770635;;BNP Paribas 2;Madrid, ES;6 days;2020-04-10-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 6 days ago
Number of views
12 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
2 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1820770635/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1819663582;;BNP Paribas 2;Madrid, ES;1 week;2020-04-09-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 1 week ago
Number of views
13 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
3 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1819663582/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1825794275;;BNP Paribas 2;Madrid, ES;2 days;2020-04-14-20:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"Posted Date
Posted 2 days ago
Number of views
16 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
1 applicant
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1825794275/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1827599565;;BNP Paribas 2;Madrid, ES;8 hours;2020-04-16-12:47;False;;Associate;Information Technology & Services Banking Financial Services;Internship;Business Development Sales;"New
Posted Date
Posted 8 hours ago
Number of views
8 views
Share
Show more options
Save
Save INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST at BNP Paribas 2
Apply
Job
2 applicants
Associate
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
RISK Function And Team

The mission of the RISK function
Advise the Bank Management on the definition of risk policy.
Contribute as a ""second pair of eyes"" to ensure that risks taken by the Bank are aligned with its policies.
Report and alert Bank Management on the status of risks to which the Bank is exposed.
RISK Artificial Intelligence Research is an AI expert team in charge of developing Artificial Intelligence solutions for RISK Streams and beyond. This involves in particular understanding about what data is available and what the pain point to be addressed is.

The Position

Within the RISK AIR team, the Business Analyst plays a pivotal role between data scientists and business representatives. Your role is to take care of the management of several projects in Artificial Intelligence . The business analyst plays a major role in framing and developing AI solutions (Artificial Intelligence).
Specifically, the responsibilities of the business analyst are as follows:
Acting as main contact point with the RISK AIR customers, innovation processes.
Ensuring that the RISK AIR team has a good understanding of the requirements and constraints
Leveraging agile methods to ensure project progress
Provide visibility on progress and problems encountered
Presenting team contributions internally and externally
Being creative to address issues arising in the life of a use case (IT, data, unclear framing, communication problems)
Beyond use cases, the business analyst has a broader role that involves:
Taking the lead proactively on transverse subjects, such the definition of the target model of the team or benchmarking on AI solutions in the banking industry.
Contributing to the strategic vision of the RISK AIR team.
Understanding the activities of the bank in general and the RISK function in particular, and challenging the way in which they can be done
Expertise: Project management, Scrum, Agile, Design thinking
Education: Bachelor or Master Degree in AI, Statistics, Finance, Business
Experience: Between 3/ 5-year experience working with data
Fluent in English, French a plus
Personal profile
Strong analytical / problem solving skills
Capacity to work in project mode
Rigorous and curious
Resourceful
Seniority Level
Associate
Industry
Information Technology & Services Banking Financial Services
Employment Type
Internship
Job Functions
Business Development Sales";https://www.linkedin.com/jobs/view/1827599565/;INTERNTIONAL RISK HUB - RISK ANTICIPATION / BUSINESS ANALYST
data analyst;Madrid;2020-04-16-20:47;1789980046;;El Corte Inglés;Madrid, ES;1 month;2020-03-19-20:47;False;;Entry level;Marketing & Advertising Human Resources Retail;Full-time;Information Technology;"Posted Date
Posted 1 month ago
Number of views
37 views
Share
Show more options
Save
Save Analista visualización de datos at El Corte Inglés
Apply
Job
4 applicants
Entry level
Company
Company page not claimed
This is my company >
Connections
You have 0 connections at this company.
Add >
Detalles de la Oferta Actualmente necesitamos incorporar un analista de visualización de datos, que es el responable de analizar, diseñar e implementar la manera más efectiva de comunicar los datos para hacerlos accionables para su cliente interno y/o externo. Funciones Principales:
En colaboración con los científicos y los ingenieros de datos, especificará la manera de cómo serán presentados los datos dentro del marco del reporting ejecutivo.
Será responsable de conocer, seguir y recomendar estrategias para la normalización y el control de la calidad de datos.
Implementará visualizaciones de datos definidas teniendo en cuenta KPIs, informes, cuadros de mando y scorecards.
Trabajará en la creación de conjuntos de datos locales, que le servirán para facilitar los procesos de creación de informes y otros productos de datos.
Comunicará el estado del desarrollo, identificará las posibles desviaciones del proceso y proporcionara estimaciones de tiempo.

Requisitos
Estudios universitarios, preferible grado en Informática, Matemáticas y/o Estadística.
Experiencia en presentación de datos o Business Intelligence (BI), en especial se valora el conocimiento de herramientas avanzadas de visualización y exploración de datos.
Experiencia trabajando con grandes volúmenes de datos en bases de datos relacionales usando SQL.
Experiencia comprobable en al menos uno de los siguientes lenguajes de programación: Python, R y/o Javascript (en particular el uso de D3).
Conocimiento de plataformas modernas de visualización de datos.
Deseable conocimiento de Qlik Sense o herramientas de BI similares.
Seniority Level
Entry level
Industry
Marketing & Advertising Human Resources Retail
Employment Type
Full-time
Job Functions
Information Technology";https://www.linkedin.com/jobs/view/1789980046/;Analista visualización de datos
